Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Industry PE,EPS,Promoter holding,Debt to equity,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,ROCE3yr avg,Return on capital employed,OPM,Profit after tax,Sales,Sales growth 3Years,Sales growth 5Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,Average return on equity 5Years,Average return on equity 3Years,Return on equity,Return over 1year,Return over 3years,Return over 5years,Return on assets,Sales growth,Sales preceding year,Sales growth 7Years,Operating profit preceding year,Net Profit last year,Sales growth 10Years,Average Earnings 5Year,Free cash flow last year,Free cash flow preceding year,Net cash flow preceding year,Free cash flow 3years,Average return on capital employed 3Years,Average return on capital employed 5Years,Dividend yield,Operating cash flow 3years,Operating cash flow 5years,Operating cash flow 7years,Price to book value,Return over 6months
Relaxo Footwear,530517,RELAXO,Leather / Leather Products,827.6,102.73,76.16,8.05,71.27,0.1,61.39,-3.02,747.21,-2.32,14.49,13.63,13.95,200.47,2914.06,7.3,4.92,28.22,-11.23,2.69,7.61,11.72,13.76,10.92,10.4,-8.84,-10.84,14.13,7.7,4.72,2782.77,8.64,340.74,200.47,9.47,220.56,-11.02,219.33,3.17,125.97,14.49,18.58,0.3,691.18,1523.2,1800.92,10.3,-8.04
Reliance Industr,500325,RELIANCE,Refineries,3180.55,30.91,8.21,102.9,50.31,0.44,21243,-1.34,236533,11.13,9.19,10.02,18,69621,901064,24.56,9.66,4.2,16.33,11.92,12.82,12.92,8.72,8.71,9.23,26.76,18.74,22.25,4.7,2.81,876396,16.79,142318,79020,7.59,56443.27,21212,-16770,32486,18088,9.19,9.13,0.28,384474,506309,620114,2.71,16.94
Reliance Infra.,500390,RELINFRA,Engineering - Turnkey Services,196.58,,40.94,-40.61,16.5,1.11,-97.63,-216.37,4685.96,11.94,6.98,6.99,9.29,-1138.38,22066.86,7.56,2.26,-1467.58,,,,,-0.17,-6.54,-12.62,44.92,32.17,30.95,-1.9,-1.06,22302.88,-1.9,1331.18,-1147.98,1.43,-18.69,3212.86,2121.71,-116.51,8381.3,6.98,10.19,0,11355.07,15666.11,24503.41,0.89,-18.06
Reliance Power,532939,RPOWER,Power Generation And Supply,28.09,,40.21,-5.15,23.24,1.62,-397.56,52.08,1996.65,15.42,3.24,1.43,14.66,-2197.91,7892.6,-0.17,-0.76,-61.98,,,,,-7.35,-12.76,-19.01,86.64,25.83,46.24,-4.76,4.64,7542.69,-3.86,1906.2,-2068.38,4.31,-907.23,3225.31,3639.25,46.42,10281.5,3.24,4.66,0,10810.69,19502.13,28089.97,0.97,-9.68
Religare Enterp.,532915,RELIGARE,Finance & Investments,242,70.69,24.42,7.06,0,0.19,180.96,-98.77,1855.69,32.92,6.18,8.71,5.1,113.07,6234.79,35.38,21.33,490.27,30.78,15.86,14.42,10.4,,,5.14,39.51,20.46,41.4,1.91,33.24,4679.43,7.7,483.07,347.41,6.37,-541.77,1478.58,1466.3,-1511.52,4501.89,6.18,4.57,0,4601.59,8407.51,17764.27,3.4,10.93
Repco Home Fin,535322,REPCOHOME,Finance - Housing,560.7,8.88,21.93,63.09,37.13,3.7,108.07,31.63,392.58,15.36,9.14,10.53,90.01,394.7,1524.52,3.48,5.06,33.33,11.13,10.97,11.67,13.62,13.42,12.21,14.59,78.77,15.38,8.48,3.01,18.61,1285.32,5.53,1102.96,394.7,11.03,290.05,-708.06,-370.83,1.81,-398.47,9.14,9.55,0.48,-356.58,841.85,-730.2,1.21,34.75
Responsive Ind,505509,RESPONIND,Plastics Products,304.95,50.37,35.96,6.05,58.58,0.19,45.87,101.72,288.19,21.52,7.13,14.73,22.34,161.27,1086.97,12.88,7,564.59,35.64,41.13,54.31,9.59,5.56,6.14,15.07,70.27,28.7,27.53,10.95,11.64,973.66,-8.38,110.19,161.27,-8.05,54.66,36.04,0.06,-7.31,8.22,7.13,6.17,0.03,212.76,448,896.09,7.15,6.44
Restaurant Brand,543248,RBA,Hotels,113.87,,167.21,-4.39,15.39,2.28,-92.1,-16.21,597.14,16.19,-6.43,-4.69,9.94,-217.94,2437.06,34.4,,1.38,2.87,,,,,-27.63,-30.02,7.15,-12.41,,-9.1,18.63,2054.28,,111.72,-236.74,,,63.95,-228.1,-30.35,-232.84,-6.43,-6.43,0,547.95,,,9,-5.88
Rolex Rings,543325,ROLEXRINGS,Castings & Forgings,2388.15,36.3,34.67,57.3,55.25,0.02,23.62,-10.26,316.34,5.63,30.37,28.08,21.44,179.06,1221.76,25.62,6.2,-9.57,27.25,24.92,12.92,,26.27,26.57,21.82,12.24,,,16.78,3.63,1178.95,8.37,260.72,156.04,,129.76,167.51,172.13,17.91,329.06,30.37,24.99,0,493.79,736.78,1066.4,7.24,-0.91
Route Mobile,543228,ROUTE,Computers - Software - Medium / Small,1803.75,31.31,38.53,59.74,58,0.18,95.16,-14.73,1017.03,0.83,19.91,20.61,12.7,361.58,4023.29,41.96,36.64,10.55,39.65,45.47,29.04,,18.9,17.47,18.22,15.71,-5.24,,11.81,12.72,3569.23,36.42,445.25,388.84,,211.66,-133.19,35.15,76.28,19.44,19.91,24.42,0.61,110.18,430.81,481.72,5.27,9.2
RPG LifeScience.,532983,RPGLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,1594,30.31,36.02,53,72.81,0,13.24,27.92,126.99,7.17,32.95,34.65,22.19,86.89,582.05,14.36,12.01,27.39,29.5,51.6,29.89,37.08,22.79,23.98,25.46,71.77,51.82,48.37,18.64,13.5,512.81,10.27,104.31,87.66,9.47,55.78,25.28,58.17,-32.11,124.25,32.95,29.85,1,249.93,358.37,418.83,7.03,12.45
RPSG Ventures,542333,RPSGVENT,Computers - Software - Medium / Small,756.35,12.69,38.53,-12.83,63.51,1.58,-94.78,22.96,2019.97,12.73,11.24,12.47,15.72,197.01,7950.94,12.4,12.72,449.31,40.32,26.18,,,3.43,3.7,7.77,75.06,10.52,11.65,1.47,10.95,7166.23,,805.53,197.01,,81.53,217.45,-71.1,258.69,-5.49,11.24,9.24,0,2425.55,3510.19,3833.06,0.95,-0.15
Rupa & Co,533552,RUPA,Textiles - Products,286.75,31.41,32.72,8.77,73.28,0.25,24.24,42.88,400.48,-1.55,14.12,10.09,9.63,72.59,1216.51,-2.5,1.15,36.76,-25.42,-0.44,0.06,0.94,14.37,12.02,7.76,4.54,-15.71,4.14,5.12,6.42,1143.08,1.54,89.49,69.78,3.01,110.72,145.8,158,2.39,151.29,14.12,17.25,1.05,224.45,525.41,513.28,2.38,5.66
S A I L,500113,SAIL,Steel - Large,155.99,17.41,19.95,7.42,65,0.64,1125.68,27.78,27958.52,-4.02,12.63,8.24,10.58,3701.5,105378.33,15.1,9.49,90.29,-3.61,7.02,19.52,7.26,10.22,11.34,6.62,73.23,7.65,27.25,2.73,0.89,104447.72,13.21,8037.85,3066.67,8.45,4990.69,-1296.65,-8812.24,-74.45,17448.07,12.63,11.5,0.96,28607.38,51420.08,64798.77,1.13,37.44
S H Kelkar & Co.,539450,SHK,Chemicals,193.12,21.81,42.14,8.84,58.95,0.55,33.43,542.88,533.06,12.83,10.08,12.41,15.9,122.42,1929.99,13.44,12.99,77.02,-2.65,6.48,2.45,4.9,10.99,10.99,10.75,65.48,4.35,8.58,5.37,14.44,1686.52,10.16,217.16,123.55,9.76,107.5,46.77,148.52,-88.16,246.91,10.08,10.95,1.06,354.32,754.65,935.22,2.21,8.98
Safari Inds.,523025,SAFARI,Moulded Luggage,2105,58.4,92.23,36.05,45.73,0.18,43.19,13.42,365.42,20.72,27.27,31.22,17.9,175.81,1550.42,67.83,21.83,40.73,119.59,44.92,49.09,97.98,19.52,25.9,28.15,42.22,82.99,46.47,18.59,27.92,1211.98,24.02,196.86,175.81,25.39,68.27,106.24,2.8,0.73,81.71,27.27,18.12,0.13,283.21,465.6,379.22,12.46,11.4
Sagar Cements,502090,SAGCEM,Cement - South India,240.95,,25.54,-3.32,48.31,0.74,11.58,-86.83,708.71,14.02,5.24,1.33,9.82,-88.5,2504.61,22.24,15.52,-766.94,,,,,2.91,-0.33,-4.5,19.34,2.96,13.62,-2.55,12.34,2229.54,17.42,153.18,-52.05,,39.26,-25.47,-58.99,31.85,-353.59,5.24,8.42,0.29,662.54,1241.11,1524.04,1.62,-14.98
Samvardh. Mothe.,517334,MOTHERSON,Auto Ancillaries,203.03,47.98,37.01,4.01,60.36,0.76,1444,634.6,27058.22,20.17,9.56,13.68,9.41,2867.05,98691.74,19.82,9.21,85.95,38.97,12.25,9.02,14.15,8.83,8.51,11.8,123.6,16.3,25.34,4.36,25.4,78700.7,12.84,6164,3019.57,12.49,1509.22,3558.85,2460.2,-339.4,6045.45,9.56,9.12,0.32,14674.62,26077.92,33654.32,5.26,84.74
Sandhar Tech,541163,SANDHAR,Auto Ancillaries,552,30.21,37.01,18.24,70.38,0.73,35.86,47.39,917.83,19.98,9.48,12.05,9.67,109.78,3521.11,23.63,8.55,54.07,24.28,2.87,15.72,,8.31,8.82,11.33,54.49,27.74,14.67,4.82,21.05,2908.91,11.81,246.29,110.26,,70.06,41.73,57.74,2.41,-147.88,9.48,9.31,0.44,631.34,994.07,1314.99,3.12,15.84
Sanghi Industrie,526521,SANGHIIND,Cement - North India,98.54,,30.09,-17.37,78.52,1.88,-19.02,94.93,284.87,26.23,-1.4,-5.45,-9.43,-455.67,821.35,-4.37,-4.99,-35.97,,,,,-7.3,-15.48,-34.13,40.38,21.97,8.38,-12.42,-11.53,928.36,-2.74,-13.6,-448.79,-2.47,-120.89,-48.69,11.98,0.78,78.87,-1.4,1.44,0,133.62,506.51,850.57,2.29,-24.11
Sanmit Infra,532435,,Trading,16.33,57.72,34.42,0.28,72.33,0.27,0.54,-82.86,22.47,-44.12,22.48,16.64,9.29,4.47,96.6,4.13,-4.28,-13.54,35.17,46.17,55.87,54.3,17.27,19.04,13.26,-81.49,8.12,39.42,8.81,-30.94,139.88,0.15,5.17,4.47,124.28,3.79,1.05,1.61,-0.01,-5.78,22.48,18.49,0.21,6.19,6.51,-4.42,7.23,-46.91
Sanofi India,500674,SANOFI,Pharmaceuticals - Multinational,6437.4,26.09,44.6,238.87,60.4,0.02,136.6,-12.83,732.4,-0.56,49.08,71.1,27.85,567.6,2847,-0.59,0.57,3.11,5.13,9.12,9.95,9.06,27.46,33.49,51.54,51.74,9.96,12.7,31.19,1.69,2770.1,2.7,704.4,603.2,4.66,531.61,220.8,411.8,-533.1,1206.2,49.08,41.43,2.59,1188.3,2211.7,3020.7,14.58,22.72
Sansera Enginee.,543358,SANSERA,Auto Ancillaries,1380.55,40.21,37.01,34.65,35.03,0.66,46.46,31.08,745.85,20.57,14.62,15.72,17.07,185.76,2811.43,21.97,11.6,27.28,19.95,12.25,,,13.38,13.98,14.77,52.06,,,7.14,20.23,2338.3,,379.51,187.55,,129.89,35.69,13.93,11.21,-4.34,14.62,13.42,0.18,843.83,1341.08,,5.52,31.86
Sarda Energy,504614,SARDAEN,Steel - Medium / Small,268.53,18,28.92,14.84,72.64,0.35,87.99,-22.81,889.25,-17.38,21.23,15.54,20.63,525.22,3868.13,20.72,10.73,-12.38,11.97,21.18,26.28,19.69,18.27,20.39,14.39,71.96,60.66,66.84,9.17,-8.16,4211.9,15.23,1060.21,524.04,9.29,486.58,487.19,485.19,-208.3,1616.37,21.23,17.24,0.28,2370.96,2894.96,3675.54,2.43,5.82
Sasken Technol.,532663,SASKEN,Computers - Software - Medium / Small,1804.4,35.8,38.53,52.21,43.25,0.01,17.21,0.7,108.99,5.93,18.17,12.01,7.55,76.06,406.43,-2.97,-4.22,-19.5,-12.36,-3.29,3.73,5.12,15.48,14.53,10.22,92.41,15.15,22.05,8.7,-9.07,446.98,-1.97,100.79,78.74,-1.19,97.39,51.88,64.01,7.52,216.69,18.17,20.34,1.39,237.88,469.19,568.23,3.54,21.82
Savita Oil Tech,524667,SOTL,Petrochemicals,641.3,21.69,21.26,29.56,68.92,0,32.74,-10.1,973.31,1.85,24.94,19.85,6.78,204.29,3740.85,25.1,10.6,-6.39,-1.99,13.46,11.91,15.23,16.73,16.68,13.29,117.02,29.46,25.31,8.61,3.07,3629.31,13.99,335.87,204.29,6.12,197.61,147.68,-95.43,-9.13,406.51,24.94,24.4,0.62,482.16,783.02,1008.23,2.73,72.37
SBI Cards,543066,SBICARD,Finance & Investments,729.9,28.82,24.42,25.32,68.63,3.3,662.37,11.05,4347.72,15.56,12.42,12.54,32.53,2407.9,16985.69,22.23,19.34,6.62,34.72,22.72,30.54,23.44,22.97,23.46,21.98,-11.99,-8.95,,4.64,24.25,13670.39,26.12,4226.73,2407.88,28.01,1702.51,-5526.03,-6763.67,231.63,-16781.05,12.42,12.49,0.34,-16513.51,-19884.12,-25102.06,5.75,-3.5
SBI Life Insuran,540719,SBILIFE,Finance & Investments,1524.75,80.63,47.23,18.91,55.42,0,810.8,4.37,36255.19,70.25,15.22,14.88,0.3,1893.78,131987.79,17.24,24.23,10.07,9.16,8.64,10.28,10.04,14.52,13.73,13.56,17.14,14.11,14.97,0.53,63.68,80635.64,23.25,215.55,1893.78,22.56,1598.07,29007.65,28580.85,-1962.05,79373.75,15.22,16.92,0.18,79629.84,122806.07,146673.9,10.16,6.1
Scan Steels,511672,,Steel - Medium / Small,64.52,16.05,28.92,4.02,48.11,0.3,11.43,386.38,256.98,-6.46,0,,4.92,21.05,965.41,,,37.4,,,,,,,5.48,77.25,12.64,15.31,3.59,-11.49,1090.78,,48.61,21.05,,,69.33,26.07,-11.97,,0,0,0,,,,0.84,0.31
Schaeffler India,505790,SCHAEFFLER,Bearings,4298.4,73.03,33.42,58.69,74.13,0.01,227.67,3.78,1849.22,9.19,26.74,26.72,18.25,920.76,7381.73,24.31,9.64,4.59,46.27,15.3,24.5,22.25,17.23,20.21,20.01,44.06,58.87,36.73,15.18,5.55,6867.42,22.02,1296.45,909.03,17.92,613.39,381.1,271.73,-40.96,934.91,26.74,22.42,0.6,2115.23,3274.19,3913.35,13.95,30.11
Schneider Elect.,534139,SCHNEIDER,Electric Equipment,881.4,120.41,61.85,7.19,75,1.85,3.28,-92.96,471.75,14.92,25.05,33.07,13.4,175.12,2206.68,19.38,9.68,61.45,145.95,138.07,17.24,14.87,,,96.56,219.87,90.27,57.34,11.93,24.17,1777.19,8.3,167.85,172.03,6.14,58.88,134.97,56.99,-16.55,286.95,25.05,18.04,0,406.84,418.82,523.52,71.16,102.5
SEAMEC Ltd,526807,SEAMECLTD,Shipping,1454.55,30.87,26.09,47.08,72.04,0.36,52.74,1235.13,236.38,87.84,8.68,12.56,33.21,119.7,729.29,41.61,18.38,318.17,47.94,7.96,15.87,50.55,11.45,9.58,14.07,92.59,44.49,25.9,9.76,66.79,437.24,19.66,126.79,120.65,5.98,78.58,-119.68,-204.68,7,-425.05,8.68,11.6,0.07,297.21,637.1,763.27,4.06,24.27
SecureKloud Tech,512161,SECURKLOUD,Computers - Software - Medium / Small,39.5,,38.53,-10.9,43.52,5.09,-49.34,-53.66,59.67,-44,-36.71,-17.15,-2.49,-15.5,340.32,-0.98,-16.58,68.11,,,,,-43.34,-171.86,-197.9,5.19,-23.64,-15.21,-16.88,-25.77,458.44,-6.09,-71.16,-95.82,22.68,-35.37,4.28,-49.91,-10.81,-116.9,-36.71,-21.48,0,-111.87,-37.8,271.36,,-23.08
Sequent Scien.,512529,SEQUENT,Pharmaceuticals - Indian - Bulk Drugs & Formln,128.33,,36.02,-1.44,52.79,0.74,1.28,107.45,361.2,-1.49,1.27,0.9,4.48,-16.66,1369.73,0.2,5.68,73.31,,,-5.38,5.37,3.75,-1.84,-2.46,46.75,-22.31,13.53,-1.09,-3.6,1420.91,10.44,11.95,-29.61,13.24,26.14,18.94,-57.7,-15.92,-39.43,1.27,6.3,0,78.01,308.09,469.35,4.88,-8.11
Shakti Pumps,531431,SHAKTIPUMP,Pumps,4074.7,57.36,60.19,70.73,51.58,0.11,89.66,3884.89,609.28,233.56,21.04,31.44,16.4,141.71,1370.74,13.82,20.32,487.28,23.3,25.74,30.79,18.95,15.06,16.97,24.15,581.96,74.42,62.71,13.03,41.65,967.68,18.09,66.56,141.71,16.72,58.43,-4.26,18.63,-20.2,14.56,21.04,18.4,0.05,110.07,301.61,318.9,10.8,264.87
Shalby,540797,SHALBY,Healthcare,294.2,41.12,45.18,7.22,74.25,0.38,14.74,-29.2,278.89,18.43,10.6,11.75,18.33,77.41,977.15,29.41,15.1,13.17,24.6,21.42,16.56,8.2,6.38,7.56,8.66,67.16,14.64,24.67,5.78,16.5,804.92,16.34,138.24,83.5,13.69,55.24,-25.58,50.05,-43.31,-4.88,10.6,9.23,0.4,106.3,240.82,298.16,3.18,-3.2
Sharda Cropchem,538666,SHARDACROP,Pesticides / Agrochemicals - Indian,523.9,148.52,42.15,3.53,74.82,0.01,143.49,-27.84,1312.05,-11.46,16.75,3.36,8.94,31.88,3163.02,9.71,9.63,-90.32,-47.81,-31.24,-22.61,-11.29,12.72,11.69,1.43,-3.76,13.86,11.06,0.76,-21.81,4045.16,12.36,658.83,31.9,14.88,226.96,69.22,84.32,119.67,186.91,16.75,17.86,0.57,936.68,1329.38,1902.49,2.11,18.54
Share India Sec.,540725,SHAREINDIA,Finance & Investments,308.5,14.34,18.61,22.22,52.31,0.23,115.75,8.76,465.37,36.58,49.11,38.34,44.29,426.06,1482.81,48.49,48.43,30.04,74.13,76.92,76.58,,37.47,38.81,30.96,22.41,48.74,82.19,18.12,36.24,1088.38,45.02,492.9,425.76,,215.67,-328.02,-275.04,-10.21,-212.51,49.11,41.32,0.55,-165.16,138.22,209.93,3.39,-15.57
Sheela Foam,540203,SFL,Miscellaneous,1039.1,82,56.87,16.78,65.48,0.51,65.15,-14.28,845.15,15.93,13.11,7.97,10.2,137.64,2982.31,6.96,7.62,-25.6,-15.11,1.04,1.38,17.24,13.66,10.54,6.09,-11.14,-3.7,10.05,3.46,3.79,2873.32,8.55,298.16,183.93,9.34,189.1,-1869.65,2.13,1.46,-1813.28,13.11,17.83,0,820.66,1231.83,1503.42,3.86,-15.86
Shilpa Medicare,530549,SHILPAMED,Pharmaceuticals - Indian - Formulations,659.25,209,27.56,3.67,44.39,0.52,24.5,359.45,291.69,10.67,3.92,5.27,20.82,30.85,1151.6,8.61,9.44,199.88,-32.66,-19.81,-15.57,-8.5,3.94,1.07,1.72,130.79,6.09,13.87,1.03,10.08,1046.15,5.74,98.73,31.95,7.26,62.37,-37.12,-45.16,-6.51,-308.37,3.92,6.4,0,466.64,637.95,829.65,3.16,102.81
Shoppers Stop,532638,SHOPERSTOP,Textiles - Products,767.1,103.63,98.8,7.03,65.54,9.24,23.18,71.18,1046.34,13.25,10.23,11.84,16.61,81.45,4316.59,35.14,3.82,-28.45,32.08,4.59,23.57,28.02,-27.11,23.9,32.1,-5.44,46.11,11.06,1.65,7.32,4022.13,2,695.25,77.25,1.5,-58.35,387.95,398.73,-22.99,1062.41,10.23,6.65,0,1487.36,2060.53,2560.71,27.98,10.81
Shree Bhavya,521131,,Textiles - Processing,21.4,10.54,21.82,2.03,47.27,1.75,0.73,69.77,50.51,-6.1,10.18,11.27,6.21,1.93,170.59,5.73,-6.35,25.32,300.69,7.09,18.74,22.68,3.26,4.33,6.02,22.29,37.46,36.96,1.23,-11.7,193.2,-3.26,9.41,1.93,-3.15,0.97,8.29,4.38,0.03,28.71,10.18,10.13,0,32.01,34.54,36.52,0.62,-19.58
Shree Cement,500387,SHREECEM,Cement - North India,27750,41.78,30.09,663.98,62.55,0.08,675.75,28.5,5432.81,6.52,13.26,14.69,22.01,2395.7,20520.98,14.81,10.33,90.09,1.75,15.8,8.78,10.13,12.26,11.03,12.18,15.65,0.33,5.32,8.83,14.95,17852.33,13.24,2959.5,2396.16,14.24,1958.05,177.99,-710.37,-113.36,-73.82,13.26,14.85,0.36,8584.21,16811.18,20769.92,4.84,3.22
Shriram Finance,511218,SHRIRAMFIN,Finance & Investments,2792,14.26,24.42,196.02,25.42,3.99,2021.28,56.3,9904.3,24.33,11.09,11.23,71.57,7366.38,36379.52,27.82,18.55,22.53,43.38,23.38,28.61,18.44,14.87,15.34,15.93,62.02,24.25,22.39,3.23,19.31,30491.67,18.78,21785.85,7398.89,15.68,4222.07,-31359.6,-17818.29,-5998.78,-58071.24,11.09,10.87,1.61,-57585.66,-64288.01,-82965,2.14,22.47
SIS,540673,SIS,Miscellaneous,435.5,33.5,34.81,13.19,71.7,0.69,-11.67,-112.53,3137.63,4.74,11.27,10.34,4.23,187.48,12261.43,10.34,11.57,-45.34,-31,-2.64,7.96,11.2,17.44,13.09,7.9,5.44,-2,1.43,3.23,8.07,11345.78,15.82,491.52,190.04,14.77,329.76,238.56,52.19,-194.98,422.19,11.27,16.35,0,798.85,1639.8,2059.67,2.6,-2.06
Siyaram Silk,503811,SIYSIL,Textiles - Processing,526.9,12.88,21.82,40.7,67.44,0.15,68.99,-21.9,646.37,-6.97,26.01,20.5,13.7,185.51,2087.18,24.27,2.84,-25.23,234.65,12.38,10.94,10.7,15.8,21.28,16.26,-6.21,14.72,11.85,11.43,-6.38,2229.32,4.15,368.89,184.67,4.92,144.34,78.05,192.05,-0.02,240.03,26.01,18.38,2.09,398.85,935.84,1099.39,2.1,-1.2
SKF India,500472,SKFINDIA,Bearings,6094.65,54.56,33.42,111.61,52.58,0,174.81,42.3,1203.4,9.93,31.42,29.18,15.7,551.77,4570.13,19.61,8.53,5.22,22.95,10.59,12.39,11.79,20.54,23.16,21.96,22.76,32.9,25.77,16.16,6.16,4304.92,8.21,749.41,551.77,7.22,406.17,495.98,584.9,566.76,1047.19,31.42,27.27,2.13,1371.41,2025.16,2573.35,11.23,33.85
Snowman Logistic,538635,SNOWMAN,Miscellaneous,76.11,100.04,40.42,0.76,45.24,0.66,2.15,-57.84,126.54,12.63,5.41,7.13,20.17,12.71,503.37,28.52,16.7,14.4,533.47,7.31,33.92,-5.52,0.47,1.99,3.03,69.32,12.82,17.45,1.73,20.52,417.65,15,88.56,12.71,12.62,1.99,52.94,71.62,-13.43,97.09,5.41,4.33,1.31,243.15,369.48,459.41,3.04,2.92
Sobha,532784,SOBHA,Construction,2008.55,437.92,37.63,4.59,52.28,0.77,7.03,-85.53,762.86,-36.95,8.4,7.12,8.94,49.11,3096.95,13.65,-2.09,-52.84,-7.54,-30.2,-15.58,-14.44,5.3,4.07,1.96,264.85,54.82,30.29,0.37,-6.44,3310.11,4.81,369.51,49.11,3.6,128.81,523.76,1033.6,140.32,2429.92,8.4,11.78,0.15,2624.11,3531.3,4090.83,8.55,55.44
Solar Industries,532725,SOLARINDS,Chemicals,12055.8,119.28,120.96,92.38,73.14,0.34,242.71,14.05,1610.71,-16.48,31.06,32.47,24.42,914.03,6069.52,34.12,19.78,16.14,49.07,28.18,25.82,22.03,27.53,30.76,30.9,239.56,95.66,59.71,18.25,-12.27,6918.41,21.2,1336.45,875.23,18.92,537.24,857.56,183.39,160.37,1057.96,31.06,26.37,0.07,2360.29,3041.78,3609.63,33,64.09
Solara Active,541540,SOLARA,Pharmaceuticals - Indian - Bulk Drugs & Formln,609.95,,36.02,-118.21,37.27,1.08,-255.45,-5373.26,299.43,-21.33,-2.45,-8.65,-7.38,-407.37,1288.92,-7.28,-1.45,-1774.57,,,,,-2.24,-11.27,-33.47,74.39,-26.62,8.63,-15.52,-10.73,1443.81,,134.33,-566.96,,-29.71,68.85,46.24,-37.65,-335.43,-2.45,3.89,0,23.09,420.7,636.25,3.07,59.3
Somany Ceramics,531548,SOMANYCERA,Ceramics - Tiles / Sanitaryware,788.55,32.86,58.42,23.63,55.02,0.52,33.88,18.65,737.52,8.58,11.96,14.5,9.77,98.27,2591.35,16.22,8.61,51.61,12.7,13.43,0.03,13.34,10.21,11.37,13.04,14.5,6.82,13.56,5.06,4.53,2479.06,5.93,188.56,99.38,7.55,70,236.42,-7.41,52.31,103.53,11.96,10.87,0.38,700.5,1209.57,1406.35,4.49,13.23
Sona BLW Precis.,543300,SONACOMS,Auto Ancillaries,680.15,82.43,37.01,8.26,29.71,0.15,130.59,-10.77,793.4,13.51,22.34,23.76,28.55,483.8,2893.11,27.37,32.85,25.56,28.77,36.85,40.45,31.58,18.55,19.59,20.06,26.34,16.93,,14.75,17.2,2468.62,28.38,637.83,484.48,24.21,304.75,325.74,166.5,8.17,548.25,22.34,19.85,0.45,1534.96,1817.02,2072.06,15.54,11.27
Sonata Software,532221,SONATSOFTW,Computers - Software - Medium / Small,627.3,42.87,38.53,11,28.17,0.54,110.36,-3,2191.61,14.53,39.58,35.49,8.45,410.35,8613.06,26.77,23.81,-9.23,19.29,11.19,15.67,18.73,34.64,34.84,30.32,27.02,30.44,37.05,8.63,15.63,7449.12,20.24,604.38,308.5,18.59,350.72,280.62,227.32,-316.29,948.48,39.58,41.76,1.26,999.14,1810.33,2093.71,12.51,-11.64
South Ind.Bank,532218,SOUTHBANK,Banks - Private Sector,26.69,6.53,12.51,4.09,0,14.78,287.56,-13.88,2274.67,15.29,5.45,6.47,61.47,1070.08,8612.8,5.64,4.61,38.05,158.65,34.02,15.38,7.76,6.9,10.07,16.03,36.1,32.82,17.36,0.99,19.07,7233.18,5.69,4604.16,1070.08,5.56,411.26,6900.55,-7369.76,-4122.94,4659.09,5.45,5.53,1.12,4979.7,11444.11,13914.89,1.05,9.65
Spandana Sphoort,542759,SPANDANA,Finance & Investments,725.6,11.11,24.42,65.62,59.75,2.53,122.2,5.15,637.41,34.1,9.37,14.14,62.44,467.88,2299.76,16.79,17.28,3685.44,53.65,8.67,0.94,21.99,7.07,5.77,14.18,3.43,2.13,,4.24,73.09,1328.66,29.43,409.69,467.88,23.46,198.52,-2525.88,-2065.17,86.37,-3782.25,9.37,11.04,0,-3736.05,-5407.9,-7912.8,1.46,-40.05
SRF,503806,SRF,Chemicals,2392,53.23,42.14,45.06,50.3,0.44,422.21,-24.93,3569.74,-5.51,19.67,12.71,19.67,1331.97,13138.52,16.08,13.1,-38.28,3.61,15.73,14.54,23.5,19.7,19.16,12.22,9.33,16.3,34.08,6.8,-11.65,14870.25,15.4,3529.2,1335.71,12.58,1516.39,-107.88,49.84,157.5,230.56,19.67,18.25,0.3,7101.29,10177.41,11751.03,6.18,2.87
St Bk of India,500112,SBIN,Banks - Public Sector,861.3,11.46,9.46,75.17,57.54,13.51,22202.73,18.18,117469.38,19.77,5.26,6.16,45.41,67102.23,439188.51,16.45,11.63,20.54,44.11,98.73,116.34,16.8,13,15.66,17.34,45.34,26.67,18.85,1.1,25.18,350844.58,9.65,146541.42,69543.42,8.79,39414.48,21632.43,-86013.68,-80593.21,-9737.32,5.26,5.06,1.59,-6686.4,107161.06,40209.16,1.85,38.87
Star Cement,540575,STARCEMENT,Cement - North India,210.35,28.82,30.09,7.3,66.59,0.05,87.67,-8.79,913.53,10.18,15.08,16.43,19.11,295.11,2910.67,19.17,9.71,19.19,6.24,-0.25,6.12,60.61,12.31,11.32,11.51,42.76,24.07,13.3,8.77,7.61,2704.85,9.65,468.4,295.11,10.97,264.23,-546.33,-194.22,113.55,-520.84,15.08,15.21,0,1282.05,2115.03,3152.15,3.17,18.84
Star Health Insu,543412,STARHEALTH,Finance & Investments,572.35,39.63,47.23,14.44,57.92,0.07,142.32,39.82,3688.57,17.82,0.39,17.21,8.02,845.01,14022.37,40.55,30.01,36.56,40.62,45.81,32.49,,-2.03,2.8,13.88,-6.23,,,5.08,15.92,12096.16,31.96,873.02,845.01,,-78.05,1187.38,1229.31,-89.33,2409.43,0.39,-5.09,0,2641.35,4179.15,5512.92,4.95,4.29
